PF_CORP, COMPANY, LEGAL_NAME, DBA_NAME, ADDRESS1, ADDRESS2, CITY, STATE, POSTAL, NAICS, FEDERAL_EIN, STATE_DOL#, LEGAL_STATUS, CLIENT_PHONE, CLIENT_FAX, EMAIL_ADDR, FILING_DESCR, ADDRESS1_1, ADDRESS2_1, CITY_1, STATE_1, POSTAL_1, DBL_MALES, DBL_FEMALES, PFL_MALES, PFL_FEMALES, COVERED_ANNUAL_PAYROLL, STATUS, STATUS_DATE, CANCEL_REASON
"PEO02","H00","Apertura Capital, LLC"," ","1345 Avenue of the Americas, 3rd Floor",,"New York","NY",10105,"523920", 471245083, ,"Limited Liability Company"," "," "," ","Apertura Capital, LLC-HQ","1345 Avenue of the Americas, 3rd Floor",,"New York","NY",10105,2,0,2,0,300000,"ADD",04/11/2018," "
"PEOUS","6YC","Clean Power Finance, Inc"," ","50 Osgood Place","Floor 4","San Francisco","CA",94133,"541511", 205765500, ,"Corporation"," "," "," ","NY Office","One Pennsylvania Plaza","Suite 2428","New York","NY",10119,2,1,2,1,449000,"ADD",04/11/2018," "
"PEOUS","D5T","Eagles View Capital Management"," ","135 East 57th Street","23rd Floor","New York","NY",10022,"525910", 680607695, ,"Corporation"," "," "," ","Eagles View-HQ","135 East 57th Street","23rd Floor","New York","NY",10022,6,1,6,1,686100,"ADD",04/11/2018," "
"PEO02","G53","Getzler Henrich & Associates LLC"," ","295 Madison Avenue","20th Floor","New York","NY",10017,"523920", 431999271, ,"Limited Liability Company"," "," "," ","Getzler Henrich & Associate-HQ","295 Madison Avenue","20th Floor","New York","NY",10017,9,2,9,2,1591928,"ADD",04/11/2018," "
"PEO02","JTU","RTW Investments, LP"," ","250 W 55TH ST","16th Floor, Suite A","New York","NY",10019,"523920", 270987833, ,"Limited Partnership"," "," "," ","RTW Investments, LP HQ","250 W 55TH ST","16th Floor, Suite A","New York","NY",10019,5,4,5,4,1310000,"ADD",04/11/2018," "
"PEOUS","J71","Remedy BPCI Partners LLC"," ","1120 Post Road","3rd Floor","Darien","CT",06820,"541512", 463756244, ,"Limited Liability Company"," "," "," ","New York Office","5 Pennsylvania Plaza","Floor 6","New York","NY",10001,90,40,90,40,15273100,"ADD",04/11/2018," "
"PEO02","GPS","Steward Partners Holdings LLC"," ","1776 Eye Street, NW. Ste 701",,"Washington, DC","DC",20006,"523920", 463114123, ,"Limited Liability Company"," "," "," ","New York NY 10017","140 E 45TH ST STE 16A",,"New York","NY",10017,1,0,1,0,200000,"ADD",04/11/2018," "
"PEO02","SSE","North Fourth Asset Management LP"," ","460 Park Avenue 18th Floor",,"New York","NY",10022,"523930", 822377757, ,"Limited Partnership"," "," "," ","North Fourth Asset Manageme-HQ","460 Park Avenue","18th Floor","New York","NY",10022,2,2,2,2,525000,"ADD",04/11/2018," "
"PEOUS","IES","SourceMedia LLC"," ","1 State St Plaza","27th Floor","New York","NY",10004,"519130", 820573550, ,"Limited Liability Company"," "," "," ","SourceMedia LLC-HQ","1 State St Plaza","27th Floor","New York","NY",10004,106,114,106,114,18777159,"ADD",04/11/2018," "
"PEOUS","U9Q","Park Bench Productions"," ","2A Bittersweet Ct",,"Centerport","NY",11721,"512110", 841644272, ,"Corporation"," "," "," ","Park Bench Productions-HQ","2A Bittersweet Ct",,"Centerport","NY",11721,1,0,1,0,25000,"ADD",04/11/2018," "
"PEOUS","SES","Untuckit LLC"," ","220 Lafayette Street","2nd Floor","New York","NY",10012,"448110", 273333142, ,"Limited Liability Company"," "," "," ","Untuckit LLC-HQ","220 Lafayette Street","2nd Floor","New York","NY",10012,25,41,25,41,4381376,"ADD",04/11/2018," "
"PEOUS","CQM","Yieldbot Inc."," ","902 Broadway","8th Floor","New York","NY",10010,"518210", 800664462, ,"Corporation"," "," "," ","Northeast: New York-HQ","902 Broadway","8th Floor","New York","NY",10010,15,13,15,13,3392000,"ADD",04/11/2018," "
"PEOUS","5DW","SecureAuth Corporation"," ","8845 Irvine Center Dr","Suite 200","Irvine","CA",92618,"541511", 203801802, ,"Corporation"," "," "," ","NY Remote",,,,"NY",,1,0,1,0,175000,"ADD",04/11/2018," "
"PEO02","P9H","Alva Advisory Services LLC"," ","485 Madison Ave 15th Floor",,"NY","NY",10022,"523930", 474306717, ,"Limited Liability Company"," "," "," ","Alva Advisory Services LLC-HQ","485 Madison Ave","15th Floor","New York","NY",10022,0,1,0,1,52000,"ADD",04/11/2018," "
"PEOUS","ORV","Morris and Company LLP"," ","3080 Bristol St","Suite 110","Costa Mesa","CA",92626,"541211", 464811908, ,"Limited Liability Partnership"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,100000,"ADD",04/11/2018," "
"PEOUS","T35","Adsquare, Inc."," ","One Boston Place","Suite 2600","Boston","MA",02108,"511210", 822401237, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,2,1,2,1,430000,"ADD",04/11/2018," "
"PEO05","RG2","OKIN WALLACK CORP"," ","65 S COLUMBUS AVE",,"FREEPORT","NY",11520,"423720", 111534694, ,"Corporation"," "," "," ","OKIN WALLACK CORP-HQ","65 S COLUMBUS AVE",,"FREEPORT","NY",11520,98,31,98,31,7381977,"ADD",04/11/2018," "
"PEOUS","ST7","Adaptive Financial Consulting Inc"," ","1460 Broadway",,"New York","NY",10036,"541613", 352593520, ,"Corporation"," "," "," ","Adaptive Financial Consulti-HQ","1460 Broadway",,"New York","NY",10036,8,1,8,1,1440000,"ADD",04/11/2018," "
"PEOUS","4OV","PCA Offshore"," ","575 Market St","Suite 2500","San Francisco","CA",94105,"523910", 481304650, ,"Corporation"," "," "," ","PCATN-NY","Two Grand Central Tower","140 East 45th Street -44th Floor","New York","NY",10017,0,1,0,1,16640,"ADD",04/11/2018," "
"PEO02","JYR","FJ Labs Inc."," ","310 East Houston Street",,"New York","NY",10002,"523910", 474996515, ,"Corporation"," "," "," ","FJ Labs Inc.-HQ","310 East Houston Street",,"New York","NY",10002,6,2,6,2,842460,"ADD",04/11/2018," "
"PEOUS","SU0","Aptiviti, Inc."," ","129 W 29th St","3rd Floor","New York","NY",10001,"523910", 453365897, ,"Corporation"," "," "," ","Aptiviti, Inc.-HQ","129 W 29th St","3rd Floor","New York","NY",10001,12,9,12,9,2789925,"ADD",04/11/2018," "
"PEO02","S8W","A.W. Jones Private Advisors, LLC"," ","230 Park Avenue","Suite 1160","New York","NY",10169,"523930", 821510077, ,"Limited Liability Company"," "," "," ","A.W. Jones Private Advisors-HQ","230 Park Avenue","Suite 1160","New York","NY",10169,2,2,2,2,552000,"ADD",04/11/2018," "
"PEOUS","DWB","Grass Roots Meetings & Events, Inc."," ","989 Avenue of Americas","Floor 20","New York","NY",10018,"541611", 463590337, ,"Corporation"," "," "," ","GRME Inc.-HQ","989 Avenue of Americas","Floor 20","New York","NY",10018,4,18,4,18,1650649,"ADD",04/11/2018," "
"PEOUS","SKR","ASIANA MARKETING SPIRITS, LLC"," ","1395 Brickell Avenue","Suite 800","Miami","FL",33131,"541613", 464686145, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,2,1,2,1,420000,"ADD",04/11/2018," "
"PEO02","GUW","United First Partners LLC"," ","Eleven Times Square","16th Floor","New York","NY",10036,"523920", 980673709, ,"Limited Liability Company"," "," "," ","United First Partners LLC-HQ","Eleven Times Square","16th Floor","New York","NY",10036,10,1,10,1,795000,"ADD",04/11/2018," "
"PEOUS","SLL","Clearwater Contemporary Art LLC"," ","16 E 79th St","Suite 14","New York","NY",10075,"453920", 260313789, ,"Corporation"," "," "," ","Antoine Helwaser Gallery-HQ","16 E 79th St","Suite 14","New York","NY",10075,0,1,0,1,36000,"ADD",04/11/2018," "
"PEOUS","HKE","AptDeco, Inc."," ","330 W 38th","Suite 1504","New York","NY",10018,"454110", 462213033, ,"Corporation"," "," "," ","AptDeco, Inc.-HQ","330 W 38th","Suite 1504","New York","NY",10018,4,3,4,3,420000,"ADD",04/11/2018," "
"PEOUS","UK2","Third Script, LLC"," ","240 Centre St","Suite 2L","New York","NY",10013,"523930", 823661149, ,"Corporation"," "," "," ","Third Script LLC-HQ","240 Centre St","Suite 2L","New York","NY",10013,1,0,1,0,28000,"ADD",04/11/2018," "
"PEOUS","LHI","Kayne Live LLC"," ","100 Maiden Lane","Suite 1812","New York","NY",10038,"711320", 272452368, ,"Limited Liability Company"," "," "," ","Kayne Live LLC-HQ","100 Maiden Lane","Suite 1812","New York","NY",10038,1,0,1,0,35100,"ADD",04/11/2018," "
"PEO02","GDN","SDDCO Brokerage Advisors, LLC"," ","485 Madison Ave.","15th Floor","New York","NY",10022,"523120", 271388570, ,"Limited Liability Company"," "," "," ","SDDCO Brokerage Advisors, L-HQ","485 Madison Ave.","15th Floor","New York","NY",10022,1,1,1,1,230344,"ADD",04/11/2018," "
"PEOUS","U61","The Hydrogen Technology Corporation"," ","915 Broadway","Suite 801","New York","NY",10010,"541511", 823493094, ,"Corporation"," "," "," ","The Hydrogen Technology Cor-HQ","915 Broadway","Suite 801","New York","NY",10010,19,6,19,6,2218200,"ADD",04/11/2018," "
"PEO01","D18","OpenPlans, Inc."," ","148 Lafayette Street","Floor 12","New York","NY",10013,"541511", 134111130, ,"Corporation"," "," "," ","Open Plans-HQ","148 Lafayette Street","Floor 12","New York","NY",10013,4,1,4,1,303620,"ADD",04/11/2018," "
"PEOUS","TDC","Fintegral U.S Inc."," ","100 Wall St","10th Floor","New York","NY",10005,"541990", 814068065, ,"Corporation"," "," "," ","Penn Plaza","5 Penn Plaza",,"New York","NY",10001,1,1,1,1,235000,"ADD",04/11/2018," "
"PEOUS","JD8","CloudScale365, Inc."," ","1604 Westgate Cir",,"Brentwood","TN",37027,"519130", 472933832, ,"Corporation"," "," "," ","Jericho Office","30 Jericho Executive Plaza Suite 100C",,"Jericho","NY",11753,6,0,6,0,263440,"ADD",04/11/2018," "
"PEO02","GC3","TFO USA LIMITED"," ","555 5th Avenue","6th Floor","New York","NY",10017,"523920", 371632212, ,"Corporation"," "," "," ","TFO USA LIMITED-HQ","555 5th Avenue","6th Floor","New York","NY",10017,8,3,8,3,1943571,"ADD",04/11/2018," "
"PEO02","UGZ","Greylock Capital Associates LLC"," ","285 Madison Ave","24th Floor","New York","NY",10017,"523920", 611464143, ,"Limited Liability Company"," "," "," ","Greylock Capital Associates-HQ","285 Madison Ave","24th Floor","New York","NY",10017,10,5,10,5,2310000,"ADD",04/11/2018," "
"PEOUS","EH0","Manta Ray Consulting, Inc."," ","2183 45th Avenue",,"San Francisco","CA",94116,"541611", 800200885, ,"Corporation"," "," "," ","BNL NY","53 Bell Avenue",,"Upton","NY",11973,1,0,1,0,71700,"ADD",04/11/2018," "
"PEOUS","T1R","DataCamp, Inc."," ","1460 Broadway","STE 8","New York","NY",10036,"611420", 352522844, ,"Corporation"," "," "," ","DataCamp, Inc.-HQ","1460 Broadway","STE 8","New York","NY",10036,18,5,18,5,3192000,"ADD",04/11/2018," "
"PEOUS","JHD","American Music Rights Association, Inc."," ","2 Gansevoort Street","6th Floor","New York","NY",10014,"512230", 650153729, ,"Corporation"," "," "," ","American Music Rights Assoc-HQ","2 Gansevoort Street","6th Floor","New York","NY",10014,2,1,2,1,495000,"ADD",04/11/2018," "
"PEO01","D7W","BBL Commodities L.P."," ","17 State Street","Suite 3800","New York","NY",10004,"523920", 364767980, ,"Limited Partnership"," "," "," ","BBL Commodities L.P.-HQ","17 State Street","Suite 3800","New York","NY",10004,10,0,10,0,1790400,"ADD",04/11/2018," "
"PEOUS","LJP","MDRN Group, Inc."," ","900 Broadway","4th Floor","New York","NY",10003,"531311", 462249515, ,"Corporation"," "," "," ","Mdrn.-HQ","900 Broadway","4th Floor","New York","NY",10003,1,0,1,0,55000,"ADD",04/11/2018," "
"PEOUS","HPX","Tablelist, Inc."," ","181 South Street",,"Boston","MA",02111,"511210", 462178788, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,2,1,2,1,169000,"ADD",04/11/2018," "
"PEO02","JXN","Marble Ridge Capital LP"," ","111 West 33rd Street","Suite 2116","New York","NY",10120,"523920", 473080711, ,"Limited Partnership"," "," "," ","Marble Ridge Capital LP-HQ","111 West 33rd Street","Suite 2116","New York","NY",10120,5,2,5,2,1360000,"ADD",04/11/2018," "
"PEOUS","I4N","Roomer Travel, Inc."," ","205 E 42nd",,"New York","NY",10017,"519130", 800953264, ,"Corporation"," "," "," ","Roomer-HQ","205 E 42nd",,"New York","NY",10017,2,0,2,0,190000,"ADD",04/11/2018," "
"PEOUS","KHI","Majorlee Corporation"," ","808 Columbus Ave 23H",,"New York","NY",10025,"523930", 264289182, ,"Corporation"," "," "," ","Majorlee Corporation-HQ","808 Columbus Ave 23H",,"New York","NY",10025,1,0,1,0,266400,"ADD",04/11/2018," "
"PEO01","NT5","Purple Squirrel, Inc."," ","216 Grand Avenue",,"Los Angeles","CA",90291,"519130", 471467923, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,110000,"ADD",04/11/2018," "
"PEOUS","JGU","M-III Partners, LP"," ","3 Columbus Circle","15th Floor","New York","NY",10019,"523930", 812391579, ,"Limited Partnership"," "," "," ","M-III Partners, LP-HQ","3 Columbus Circle","15th Floor","New York","NY",10019,13,2,13,2,2437100,"ADD",04/11/2018," "
"PEOUS","STN","New America Alliance, Inc"," ","162 West 54th Street","Apt 12E","New York","NY",10019,"813319", 542036215, ,"Corporation"," "," "," ","New America Alliance, Inc-HQ","162 West 54th Street","Apt 12E","New York","NY",10019,0,1,0,1,216000,"ADD",04/11/2018," "
"PEOUS","MEF","Amoeba Networks Inc"," ","315 West 36th Street","10th Floor","New York","NY",10018,"541513", 260312640, ,"Corporation"," "," "," ","Amoeba Networks-HQ","315 West 36th Street","10th Floor","New York","NY",10018,3,0,3,0,270000,"ADD",04/11/2018," "
"PEOUS","M18","Iconic Capital LLC"," ","118-35 Queens Blvd","Suite 400","Forest Hills","NY",11375,"531312", 465703494, ,"Limited Liability Company"," "," "," ","Iconic Capital LLC-HQ","118-35 Queens Blvd","Suite 400","Forest Hills","NY",11375,1,0,1,0,35100,"ADD",04/11/2018," "
"PEO01","DDC","Bustr, Inc."," ","1350 Broadway","Suite 2202","New York","NY",10018,"519130", 463263604, ,"Corporation"," "," "," ","Bustr, Inc.-HQ","1350 Broadway","Suite 2202","New York","NY",10018,7,2,7,2,633040,"ADD",04/11/2018," "
"PEO02","GQS","Blue Road Management, L.P."," ","570 Lexington Ave","32nd Floor","New York","NY",10022,"523920", 461002281, ,"Limited Partnership"," "," "," ","Blue Road Management, L.P.-HQ","570 Lexington Ave","32nd Floor","New York","NY",10022,4,1,4,1,590000,"ADD",04/11/2018," "
"PEOUS","NUX","Quinn Fable Advertising Inc"," ","131 West 35th St 9th Fl","Quinn Fable Creative Labs","New York","NY",10001,"541810", 133557251, ,"Corporation"," "," "," ","Quinn Fable Advertising Inc-HQ","131 West 35th St 9th Fl","Quinn Fable Creative Labs","New York","NY",10001,6,8,6,8,1168105,"ADD",04/11/2018," "
"PEO02","L33","One Tusk Investment Partners LP"," ","250 West 55th Street","16th Floor","New York","NY",10019,"523920", 300882530, ,"Limited Partnership"," "," "," ","One Tusk Investment Partner-HQ","250 West 55th Street","16th Floor","New York","NY",10019,4,3,4,3,1488000,"ADD",04/11/2018," "
"PEO02","GBY","The Hype Machine Inc"," ","161 Engert Ave","#2R","Brooklyn","NY",11222,"519130", 260258425, ,"Corporation"," "," "," ","The Hype Machine Inc-HQ","161 Engert Ave","#2R","Brooklyn","NY",11222,2,1,2,1,135000,"ADD",04/11/2018," "
"PEOUS","P8P","N Family Services LLC"," ","115 W 18th Street","attn Medina Bardhi","New York","NY",10011,"814110", 474044561, ,"Limited Liability Company"," "," "," ","N Family Services LLC-HQ","115 W 18th Street","attn Medina Bardhi","New York","NY",10011,2,5,2,5,500000,"ADD",04/11/2018," "
"PEOUS","T7A","Hashtag Paid Inc."," ","79 Madison Ave",,"New York","NY",10016,"541810", 352580472, ,"Corporation"," "," "," ","Hashtag Paid Inc.-HQ","79 Madison Ave",,"New York","NY",10016,2,3,2,3,602000,"ADD",04/11/2018," "
"PEO02","M3M","Whitehaven Asset Management, LP"," ","645 Madison Avenue, 6th Floor",,"NY","NY",10022,"523920", 461139782, ,"Limited Partnership"," "," "," ","Whitehaven Asset Management-HQ","645 Madison Avenue","6th Floor","New York","NY",10022,7,3,7,3,1405000,"ADD",04/11/2018," "
"PEO02","GJA","ECO Management, LP"," ","437 Madison Ave","14th Floor","New York","NY",10022,"523920", 161729443, ,"Limited Partnership"," "," "," ","ECO Management, LP-HQ","437 Madison Ave","14th Floor","New York","NY",10022,4,3,4,3,1495000,"ADD",04/11/2018," "
"PEOUS","5BO","FBN New Jersey Manufacturing, Inc"," ","8 Morris Ave",,"Mountain Lakes","NJ",07046,"327215", 202883285, ,"Corporation"," "," "," ","Fabrinet USA- Inc - Remote NY",,,,"NY",,2,0,2,0,230000,"ADD",04/11/2018," "
"PEO02","GFY","Tenor Capital Management LP"," ","810 Seventh Avenue","Suite 1905","New York","NY",10019,"523920", 841641518, ,"Limited Partnership"," "," "," ","Tenor Capital Management LP-HQ","810 Seventh Avenue","Suite 1905","New York","NY",10019,9,8,9,8,2533600,"ADD",04/11/2018," "
"PEOUS","6DP","J.W. Asset Management, LLC"," ","489 Fifth Ave","29th Fl.","New York","NY",10017,"523910", 412123331, ,"Limited Liability Company"," "," "," ","J.W. Asset Management, LLC HQ","489 Fifth Ave","29th Fl.","New York","NY",10017,2,0,2,0,800000,"ADD",04/11/2018," "
"PEO01","ED0","Weeels, Inc."," ","15 Metro Tech","19th Flr, Urban Future Labs","Brooklyn","NY",11201,"511210", 271262997, ,"Corporation"," "," "," ","Bandwagon.io-HQ","15 Metro Tech","19th Flr, Urban Future Labs","Brooklyn","NY",11201,2,0,2,0,156000,"ADD",04/11/2018," "
"PEO02","H1V","Sciencast Management LP"," ","212 Carnegie Center Drive, Suite 100",,"Princeton","NJ",08540,"523920", 364783648, ,"Limited Partnership"," "," "," ","Sciencast Management LP-NY","60 East 42nd St","Suite 2212","New York","NY",10165,5,0,5,0,877000,"ADD",04/11/2018," "
"PEOUS","M1D","Thinkmojo, Inc."," ","100 W Rincon Ave",,"Campbell","CA",95008,"512110", 462304265, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,2,0,2,0,165000,"ADD",04/11/2018," "
"PEOUS","TH8","A2, LLC"," ","524 Broadway",,"New York","NY",10012,"541613", 453577059, ,"Corporation"," "," "," ","The Nation-HQ","524 Broadway",,"New York","NY",10012,0,2,0,2,147000,"ADD",04/11/2018," "
"PEOUS","DRL","Schwartz & Company, LLP"," ","2580 Sunrise Highway",,"Bellmore","NY",10017,"541211", 113080565, ,"Limited Liability Partnership"," "," "," ","Schwartz  & Company, LLP-HQ","2580 Sunrise Highway",,"Bellmore","NY",11710,9,11,9,11,1837600,"ADD",04/11/2018," "
"PEOUS","U6A","Marketman, Inc"," ","1460 Broadway",,"New York","NY",10036,"511210", 474421559, ,"Corporation"," "," "," ","Marketman, Inc-HQ","1460 Broadway",,"New York","NY",10036,6,1,6,1,625000,"ADD",04/11/2018," "
"PEO02","GN0","Sabricas LLC"," ","135 E. 57th Street","6th Floor","New York","NY",10022,"523920", 455303059, ,"Limited Liability Company"," "," "," ","Sabricas LLC-HQ","135 E. 57th Street","6th Floor","New York","NY",10022,0,1,0,1,106780,"ADD",04/11/2018," "
"PEOUS","UEY","Healthy Minds Psychiatry PC"," ","350 Central Park West","Suite 15E","New York","NY",10025,"621112", 821568506, ,"Corporation"," "," "," ","Healthy Minds Psychiatry PC-HQ","350 Central Park West","Suite 15E","New York","NY",10025,1,0,1,0,60000,"ADD",04/11/2018," "
"PEO01","E91","EquityZen INC"," ","10 W 18th Street","Floor 7","New York","NY",10011,"519130", 463048361, ,"Corporation"," "," "," ","EquityZen-HQ","10 W 18th Street","Floor 7","New York","NY",10011,15,4,15,4,1751400,"ADD",04/11/2018," "
"PEOUS","C5A","Up Entertainment, LLC"," ","2077 Convention Center","Concourse Ste 300","Atlanta","GA",30337,"515120", 201036575, ,"Limited Liability Company"," "," "," ","NY Office","1040 Avenue of the Americas","18th Floor Suite A","New York","NY",10018,3,20,3,20,2714438,"ADD",04/11/2018," "
"PEOUS","ANR","Socomec, Inc"," ","9 Galen Street","Suite 120","Watertown","MA",02472,"423610", 263708440, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,110000,"ADD",04/11/2018," "
"PEOUS","KAC","Hope Street Group"," ","PO Box 53098",,"Washington","DC",20009,"813319", 450497577, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,275000,"ADD",04/11/2018," "
"PEO02","P71","Claren Road Asset Management, LLC"," ","51 Astor Place 12th Floor",,"New York","NY",10003,"525990", 203152594, ,"Limited Liability Company"," "," "," ","Claren Road Asset Managemen-HQ","51 Astor Place","12th Floor","New York","NY",10003,10,3,10,3,2112000,"ADD",04/11/2018," "
"PEOUS","P6H","NEG Operations"," ","8560 West Sunset Blvd","8th Floor","West Hollywood","CA",90069,"512250", 813898995, ,"Corporation"," "," "," ","Sharp Entertainment","1071 Avenue of the Americas","7th FA","New York","NY",10018,10,6,10,6,2554545,"ADD",04/11/2018," "
"PEOUS","SHD","Unscrambl, Inc."," ","1201 Peachtree Street NE","400 Colony Square","Atlanta","GA",30361,"541511", 464323667, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,180000,"ADD",04/11/2018," "
"PEOUS","LIC","CEBM USA Inc."," ","295 Madison Avenue","Suite 1232","New York City","NY",10017,"523930", 271185363, ,"Corporation"," "," "," ","CEBM USA Inc-HQ","295 Madison Avenue","Suite 1232","New York City","NY",10017,1,0,1,0,110000,"ADD",04/11/2018," "
"PEOUS","JHM","Triller, Inc."," ","78 8th Avenue","Suite 3K","Brooklyn","NY",11215,"518210", 473598136, ,"Corporation"," "," "," ","Triller, Inc.-HQ","78 8th Avenue","Suite 3K","Brooklyn","NY",11215,2,1,2,1,387000,"ADD",04/11/2018," "
"PEOUS","SJ0","GetTattle Inc"," ","1204 Broadway","3rd Floor","New York","NY",10001,"511210", 461753705, ,"Corporation"," "," "," ","Tattle-HQ","1204 Broadway","3rd Floor","New York","NY",10001,4,1,4,1,322000,"ADD",04/11/2018," "
"PEOUS","UHO","Matthew J. Strauss Productions, Inc."," ","152 East 94th Street","Apartment 7A","New York","NY",10128,"512110", 821482239, ,"Corporation"," "," "," ","Matthew J. Strauss Prod, In-HQ","152 East 94th Street","Apartment 7A","New York","NY",10128,1,0,1,0,222000,"ADD",04/11/2018," "
"PEO01","C77","MediaRadar, Inc."," ","252 W. 37th Street","Suite 1001","New York","NY",10018,"519130", 205842974, ,"Corporation"," "," "," ","MediaRadar, Inc. HQ","252 W 37th Street","Suite 1001","New York","NY",10018,67,44,67,44,8073221,"ADD",04/11/2018," "
"PEOUS","J28","Talkwalker Inc."," ","205 East 42nd Street",,"New York","NY",10017,"511210", 472862798, ,"Corporation"," "," "," ","Talkwalker Inc.-HQ","205 East 42nd Street",,"New York","NY",10017,9,12,9,12,1646747,"ADD",04/11/2018," "
"PEO04","QSG","E W WELLS GROUP, LLC"," ","1221 S LAMAR ST.",,"DALLAS","TX",75215,"238910", 204067405, ,"Corporation"," "," "," ","E W WELLS - NY LOC","343 BARKER ST",,"JORDAN","NY",13080,1,0,1,0,62400,"ADD",04/11/2018," "
"PEO01","K94","Luminex Trading & Analytics LLC"," ","157 Seaport Boulevard","Suite P3","Boston","MA",02110,"519120", 465515706, ,"Limited Liability Company"," "," "," ","Luminex NY Office","1120 Avenue of the Americas","Fourth Floor Suite 4013","New York","NY",10036,1,0,1,0,125000,"ADD",04/11/2018," "
"PEO01","L42","Marketplace Ignition, LLC"," ","331 Elizabeth St NE","Suite B","Atlanta","GA",30307,"541613", 452771359, ,"Limited Liability Company"," "," "," ","Remote -NY",,,,"NY",,1,1,1,1,147000,"ADD",04/11/2018," "
"PEOUS","J60","Alpha Financial Markets Consulting"," ","400 Madison Avenue","Suite 5D","New York","NY",10017,"541611", 264822447, ,"Corporation"," "," "," ","Alpha Financial Markets Con-HQ","400 Madison Avenue","Suite 5D","New York","NY",10017,11,5,11,5,2129750,"ADD",04/11/2018," "
"PEOUS","NMK","Monetago Inc"," ","333 W 16th St","Floor 5","New York","NY",10011,"511210", 472288060, ,"Corporation"," "," "," ","Monetago Inc-HQ","333 W 16th St","Floor 5","New York","NY",10011,11,2,11,2,1068000,"ADD",04/11/2018," "
"PEOUS","I67","Synthesio Inc."," ","35 West 31st Street","5th Floor","New York","NY",10001,"519130", 990374110, ,"Corporation"," "," "," ","Synthesio Inc.-HQ","35 West 31st Street","5th Floor","New York","NY",10001,23,19,23,19,3512290,"ADD",04/11/2018," "
"PEOUS","J72","FOM Online, Inc."," ","222 Broadway",,"New York","NY",10038,"454110", 900995813, ,"Corporation"," "," "," ","Frameology-HQ","222 Broadway",,"New York","NY",10038,1,0,1,0,80000,"ADD",04/11/2018," "
"PEO01","IRH","Showdme LLC"," ","37 West 28th Street","5th Floor","New York","NY",10001,"519130", 464102531, ,"Limited Liability Company"," "," "," ","Showdme LLC-HQ","37 West 28th Street","5th Floor","New York","NY",10001,4,1,4,1,256308,"ADD",04/11/2018," "
"PEO01","NWG","Event NJ Inc"," ","50 Schweinberg Dr",,"Roseland","NJ",07068,"561920", 272417382, ,"Corporation"," "," "," ","NY City","280 Madison Avenue","Suite 705","New York","NY",10016,1,1,1,1,120500,"ADD",04/11/2018," "
"PEO01","LV7","International Arrivals, LLC"," ","3923 Oceanic Drive","Suite 100","Oceanside","CA",92056,"454110", 208651089, ,"Limited Liability Company"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,25740,"ADD",04/11/2018," "
"PEO02","LSF","Jafra Capital Management LP"," ","630 5th Avenue, Suite 2504",,"New York","NY",10111,"523920", 811147412, ,"Limited Partnership"," "," "," ","Jafra Capital Management LP-HQ","630 5th Avenue, Suite 2504",,"New York","NY",10111,4,2,4,2,845000,"ADD",04/11/2018," "
"PEOUS","M92","Sosemo LLC"," ","60 Broad Street","24th Floor","New York","NY",10004,"541613", 320414397, ,"Limited Liability Company"," "," "," ","Sosemo LLC-HQ","60 Broad Street","24th Floor","New York","NY",10004,4,3,4,3,482720,"ADD",04/11/2018," "
"PEOUS","P9F","Grabyo Inc"," ","450 Lexington Avenue",,"New York","NY",10017,"519130", 371845848, ,"Corporation"," "," "," ","Grabyo Inc-HQ","450 Lexington Avenue",,"New York","NY",10017,3,1,3,1,485000,"ADD",04/11/2018," "
"PEO02","SCA","Magnolia Road Capital, LP"," ","950 Third Avenue","Suite 1902","New York","NY",10022,"523920", 320405477, ,"Limited Partnership"," "," "," ","Magnolia Road Capital, LP-HQ","950 Third Avenue","Suite 1902","New York","NY",10022,2,0,2,0,325000,"ADD",04/11/2018," "
"PEO01","DGH","Maki Fund, Inc."," ","41 Wooster Street","4th Floor","New York","NY",10013,"541511", 460787353, ,"Corporation"," "," "," ","Maki Fund-HQ","41 Wooster Street","4th Floor","New York","NY",10013,8,2,8,2,945984,"ADD",04/11/2018," "
"PEOUS","6KP","Loughlin Management Partners & Co., Inc."," ","20 West 55th Street","5th Floor","New York","NY",10019,"523930", 270001571, ,"Corporation"," "," "," ","Loughlin Management PartnersHQ","20 West 55th Street","5th Floor","New York","NY",10019,23,3,23,3,3826980,"ADD",04/11/2018," "
"PEO02","GIE","IREO Management Subsidiary LLC"," ","152 West 57th Street",,"New York","NY",10019,"523920", 331127646, ,"Limited Liability Company"," "," "," ","IREO Management Subsidiary -HQ","152 West 57th Street",,"New York","NY",10019,2,2,2,2,690000,"ADD",04/11/2018," "
