"ny_dbl_record_id","pf_corp","company","legal_name","dba_name","company_address1","company_address2","company_city","company_state","company_zip","naics","federal_ein","state_dol","legal_status","client_phone","client_fax","email_addr","filing_descr","location_address1","location_address2","location_city","location_state","location_zip","dbl_males","dbl_females","pfl_males","pfl_females","covered_annual_payroll","status","status_date","cancel_reason"
6070,PEO01,C9A,"ScrollMotion, Inc.", ,"1460 Broadway Avenue",null,New York,NY,"10036","541511", 263168336, ,Corporation, , , ,ScrollMotion-HQ,"1460 Broadway Avenue",null,New York,NY,"10036",121,75,121,75,19448070,ADD,2018-01-23, 
6071,PEO01,CXF,"DAQRI, LLC", ,"1201 W 5th Street",Suite T800,Los Angeles,CA,"90017","541511", 455123880, ,Limited Liability Company, , , ,Remote NYC,null,null,null,NY,null,2,0,2,0,270000,ADD,2018-01-23, 
6072,PEOUS,"3RS","Laszlo Systems, Inc.", ,"2655 Campus Drive",Suite 250,San Mateo,CA,"94403","541511", 943376449, ,Corporation, , , ,"Laszlo Systems, Inc.-Remote NY",null,null,null,NY,null,2,0,2,0,144000,CANCEL,2018-01-23,Client's Request
6073,PEO01,NQ7,Motorcycle Safety Foundation, ,"2 Jenner",Suite 150,Irvine,CA,"92618","813910", 520963363, ,Corporation, , , ,NYMSP,"434 Saratoga Road",null,Scotia,NY,"12302",2,0,2,0,107341,ADD,2018-01-23, 
6074,PEO01,DNE,"BioDigital, Inc.", ,"594 Broadway",Suite 1101,New York,NY,"10012","518210", 463036767, ,Corporation, , , ,"BioDigital, Inc.-HQ","594 Broadway",Suite 1101,New York,NY,"10012",24,17,24,17,3774173,ADD,2018-01-23, 
6075,PEOUS,D34,"Speek, Inc.", ,"22000 AOL Way",null,Dulles,VA,"20166","518210", 454029123, ,Corporation, , , ,Remote NY,null,null,null,NY,null,4,0,4,0,244325,CANCEL,2018-01-23,Client's Request
6076,PEO04,RFA,SURPLUS FREIGHT INC., ,"91-30 VAN WYCK EXPRESSWAY",null,JAMAICA,NY,"11418","442110", 204739516, ,Corporation, , , ,BRONX SUPLUS FREIGHT INC.,"700 GRAND CONCOURSE",null,BRONX,NY,"10451",1,0,1,0,0,ADD,2018-01-23, 
6077,PEOUS,BJ1,"Massanois, LLC", ,"443 Park Avenue South",Suite 700,New York,NY,"10016","424820", 141952195, ,Limited Liability Company, , , ,"Massanois, LLC HQ","443 Park Avenue South",Suite 700,New York,NY,"10016",36,19,36,19,2860050,ADD,2018-01-23, 
6078,PEO02,STX,Cowbird Capital LP, ,One World Trade Center,"85th Floor",New York,NY,"10007","523920", 821120811, ,Limited Partnership, , , ,Cowbird Capital LP-HQ,One World Trade Center,"85th Floor",New York,NY,"10007",0,1,0,1,110000,ADD,2018-01-23, 
6079,PEOUS,CC9,PlanMember Services Corporation, ,"6187 Carpinteria Ave",null,Carpinteria,CA,"93013","523930", 770309553, ,Corporation, , , ,Office Scarborough NY,One Bridge Street,Suite 70,Irvington,NY,"10533",7,12,7,12,1717279,ADD,2018-01-23, 
6080,PEO02,FXU,"TowerBrook Capital Partners, L.P.", ,"65 East 55th St.",Park Avenue Tower 27th Floor,New York,NY,"10022","523930", 202420191, ,Limited Partnership, , , ,TowerBrook Capital Partners-HQ,"65 East 55th St.",Park Avenue Tower 27th Floor,New York,NY,"10022",35,39,35,39,9098500,ADD,2018-01-23, 
6081,PEO01,CTR,"Craig Michaels, Inc.", ,"75 Broad St 26th Fl",null,New York,NY,"10004","812990", 010581512, ,Corporation, , , ,Craig Michaels Inc-HQ,"75 Broad St 26th Fl",null,New York,NY,"10004",19,10,19,10,819975,CANCEL,2018-01-23,Client's Request
6082,PEO01,DX5,"Freedom Meditech, Inc.", ,"5090 Shoreham Place",Suite 109,San Diego,CA,"92122","339115", 208049283, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,70000,CANCEL,2018-01-23,Client's Request
6083,PEO01,DYC,Rabin Strategic Partners Inc., ,"104 W 40th Street","3rd Floor",New York,NY,"10018","813311", 200554687, ,Corporation, , , ,Rabin Martin-HQ,"104 W 40th Street","3rd Floor",New York,NY,"10018",21,100,21,100,9466004,CANCEL,2018-01-23,Client's Request
6084,PEOUS,IW6,Clearfield Capital Management LP, ,"430 Park Ave 11th Floor",null,New York,NY,"10022","523920", 472018562, ,Limited Partnership, , , ,Clearfield Capital Manageme-HQ,"430 Park Ave 11th Floor",null,New York,NY,"10022",10,4,10,4,2210100,ADD,2018-01-23, 
6085,PEOUS,ITP,La Playa LLC, ,"175 Varick Street","5th Floor",New York,NY,"10014","524210", 272930788, ,Limited Liability Company, , , ,La Playa Insurance-HQ,"175 Varick Street","5th Floor",New York,NY,"10014",0,6,0,6,346930,ADD,2018-01-23, 
6086,PEO01,HRL,"Overlap, Inc.", ,"585 West End Ave","14H",New York,NY,"10024","511210", 471246995, ,Corporation, , , ,"Overlap, inc.-HQ","585 West End Ave","14H",New York,NY,"10024",0,3,0,3,71400,CANCEL,2018-01-23,Client's Request
6087,PEOUS,NN3,"Prizmah: Center for Jewish Day Schools, Inc.", ,"254 West 54th Street","11th Floor",New York,NY,"10019","813319", 811750864, ,Corporation, , , ,Prizmah: Center for Jewish HQ,"254 West 54th Street","11th Floor",New York,NY,"10019",8,11,8,11,2379791,ADD,2018-01-23, 
6088,PEOUS,DF0,GOOD Worldwide Inc, ,"6380 Wilshire Blvd","15th Floor",Los Angeles,CA,"90048","519130", 263955252, ,Corporation, , , ,Good Worldwide-NY,"601 W 26th St",Suite 325-026,New York,NY,"10001",17,28,17,28,4619420,ADD,2018-01-23, 
6089,PEOUS,OXW,Jamison A. Diehl LLC, ,"420 Lexington Avenue",Suite 2440,New York,NY,"10170","541110", 474863535, ,Limited Liability Company, , , ,Jamison A. Diehl LLC-HQ,"420 Lexington Avenue",Suite 2440,New York,NY,"10170",1,0,1,0,40000,ADD,2018-01-23, 
6090,PEOUS,LKK,"M-THEORY CONSULTING GROUP, LLC", ,"6171 West Century Blvd",Suite 350,Los Angeles,CA,"90045","541512", 270664239, ,Limited Liability Company, , , ,QT,"1407 Broadway",Ste 510,New York City,NY,"10018",2,0,2,0,160000,ADD,2018-01-23, 
6091,PEO02,T00,Centenus Global Management LP, ,"437 Madison Avenue","19B",New York,NY,"10022","523930", 821884580, ,Limited Partnership, , , ,Centenus Global Management -HQ,"437 Madison Avenue","19B",New York,NY,"10022",9,1,9,1,1698000,ADD,2018-01-23, 
6092,PEOUS,I2V,Design & Source Productions Inc, ,"143 West 29th Street","3rd Floor",New York,NY,"10001","541430", 133955573, ,Corporation, , , ,Design & Source Productions-HQ,"143 West 29th Street","3rd Floor",New York,NY,"10001",2,13,2,13,843200,ADD,2018-01-23, 
6093,PEOUS,C93,TempDev Inc, ,"1521 Alton Rd #134",null,Miami Beach,FL,"33139","541512", 320393642, ,Corporation, , , ,TempDev-Remote NY,null,null,null,NY,null,1,1,1,1,251361,ADD,2018-01-23, 
6094,PEO02,LWU,"Stansberry Asset Management, LLC", ,"1350 Avenue of the Americas","19th Floor",New York,NY,"10019","523920", 475659094, ,Limited Liability Company, , , ,HQ,"1350 Avenue of the Americas","19th Floor",New York,NY,"10019",8,2,8,2,2068971,ADD,2018-01-23, 
6095,PEOUS,HQN,Experience-Interaction LLC, ,"646 Dean Street",Suite 3B,Brooklyn,NY,"11238","541511", 454952398, ,Limited Liability Company, , , ,Experience-Interaction-HQ,"646 Dean Street",Suite 3B,Brooklyn,NY,"11238",10,8,10,8,1429220,ADD,2018-01-23, 
6096,PEOUS,O82,"Gammon Capital, LLC", ,"69 Charlton St",null,New York,NY,"10014","523920", 464559524, ,Limited Liability Company, , , ,"Gammon Capital, LLC-HQ","69 Charlton St",null,New York,NY,"10014",1,0,1,0,100000,ADD,2018-01-23, 
6097,PEO02,GAN,"CWS Software, LLC", ,"17 Broadway",null,Florham Park,NJ,"07932","511210", 223788359, ,Limited Liability Company, , , ,New York           NY 10021-26,"444 Madison Avenue","29th Floor",New York,NY,"10021",8,2,8,2,437101,ADD,2018-01-23, 
6098,PEOUS,EF7,"Magnet Forensics USA, Inc", ,null,"2250 Corporate Park Drive",Herndon,VA,"2017119801","511210", 371746105, ,Corporation, , , ,Remote New York,null,null,null,NY,null,1,1,1,1,326000,ADD,2018-01-23, 
6099,PEO01,E78,"Booth Park Capital Management, LLC", ,"460 Park Avenue","15th Floor",New York,NY,"10022","523920", 463613903, ,Corporation, , , ,BOOTH PARK CAPITAL MANAGEME-HQ,"460 Park Avenue","15th Floor",New York,NY,"10022",2,0,2,0,300000,CANCEL,2018-01-23,Client's Request
6100,PEOUS,IMQ,"ShoutEm, Inc.", ,"134 N 4th Street","2nd Floor",Brooklyn,NY,"11249","511210", 274281696, ,Corporation, , , ,"ShoutEm, Inc.-HQ","134 N 4th Street","2nd Floor",Brooklyn,NY,"11249",5,2,5,2,746000,ADD,2018-01-23, 
6101,PEO02,GMY,"Melody Business Finance, LLC", ,"60 Arch Street, 2nd Fl",null,Greenwich,CT,"06830","523920", 463070305, ,Limited Liability Company, , , ,New York NY 10005,"717 5th Ave","12th Floor",New York,NY,"10022",12,1,12,1,1754000,ADD,2018-01-23, 
6102,PEO02,PC5,Ashmore Equities Investment Management US LLC, ,"475 Fifth Avenue","15th Floor",New York,NY,"10017","525910", 521546587, ,Limited Liability Company, , , ,Ashmore Equities Investment-HQ,"475 Fifth Avenue","15th Floor",New York,NY,"10017",6,5,6,5,1738056,ADD,2018-01-23, 
6103,PEO02,M8A,Dyal Partners LP, ,"11 Ashfields Lane",null,Greenwich,CT,"06831","523920", 811839013, ,Limited Partnership, , , ,New York Office,"152 West 57th Street", 25th Floor,New York,NY,"10019",10,2,10,2,3285000,ADD,2018-01-23, 
6104,PEOUS,S4O,Azzurre Spirits Corp, ,"11 Golden Sunray Lane",null,Las Vegas,NV,"89135","424820", 464466846, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,1,2,1,425000,ADD,2018-01-23, 
6105,PEO01,JEL,"Bricksolve, Inc.", ,"137 Grand Street","3rd Floor",New York,NY,"10013","519130", 463788840, ,Corporation, , , ,Brick Work Software-HQ,"137 Grand Street","3rd Floor",New York,NY,"10013",40,13,40,13,6130400,ADD,2018-01-23, 
6106,PEOUS,CKU,"Handy Technologies, Inc.", ,"53 W 23 Street",Floor 3,New York,NY,"10010","519130", 455247634, ,Corporation, , , ,"Handy Technologies, Inc.-HQ","53 W 23 Street",Floor 3,New York,NY,"10010",275,171,275,171,33916289,ADD,2018-01-23, 
6290,PEOUS,KZC,"Soothe, Inc.", ,"1800 N Highland Ave",Floor 6,Los Angeles,CA,"90028","518210", 462669407, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,5,1,5,386000,ADD,2018-01-23, 
6107,PEOUS,T82,Goldin Solutions Inc., ,"928 Broadway",Suite 900,New York,NY,"10010","541613", 010956654, ,Corporation, , , ,Goldin Solutions Inc.-HQ,"928 Broadway",Suite 900,New York,NY,"10010",4,8,4,8,1164000,ADD,2018-01-23, 
6108,PEOUS,O72,S2K Servicing LLC, ,"777 3rd Avenue","28th Floor",New York,NY,"10017","523930", 384009642, ,Limited Liability Company, , , ,S2K Servicing LLC-HQ,"777 3rd Avenue","28th Floor",New York,NY,"10017",4,4,4,4,605000,ADD,2018-01-23, 
6109,PEO02,OE9,Patrizia Property Inc., ,"85 Broad Street","16th Floor",New York,NY,"10004","531390", 274911056, ,Corporation, , , ,Patrizia Property Inc.-HQ,"85 Broad Street","16th Floor",New York,NY,"10004",1,1,1,1,372500,ADD,2018-01-23, 
6110,PEOUS,IQ2,"ANCHOR COMPUTER, INC.", ,"1900 New Highway",null,Farmingdale,NY,"11735","541511", 112332132, ,Corporation, , , ,"Anchor Computer, Inc.-HQ","1900 New Highway",null,Farmingdale,NY,"11735",46,31,46,31,5284067,ADD,2018-01-23, 
6111,PEOUS,PAE,Digital Elements LLC, ,"601 W 26th St",Suite 1762,New York,NY,"10001","541613", 815127884, ,Limited Liability Company, , , ,Group 8A-HQ,"601 W 26th St",Suite 1762,New York,NY,"10001",9,3,9,3,888200,ADD,2018-01-23, 
6112,PEO01,NZK,"Melody App, Inc.", ,"376 Dalkeith Ave",null,LOS ANGELES,CA,"90049","519130", 475678677, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,150000,ADD,2018-01-23, 
6113,PEO02,GSD,"Citrine Capital Management, LLC", ,"405 Lexington Ave.","34th Floor",New York,NY,"10174","523920", 800812206, ,Limited Liability Company, , , ,"Citrine Capital Management,-HQ","405 Lexington Ave.","34th Floor",New York,NY,"10174",6,1,6,1,1200000,ADD,2018-01-23, 
6114,PEOUS,LBB,ZAF Capital LLC, ,"7 Sundale Pl",null,Scarsdale,NY,"10583","523930", 472017067, ,Limited Liability Company, , , ,ZAF Capital LLC-HQ,"7 Sundale Pl",null,Scarsdale,NY,"10583",1,0,1,0,35100,CANCEL,2018-01-23,Client's Request
6115,PEOUS,L4D,"Nattier, LLC", ,"535 5th Ave",Suite 30,New York,NY,"10017","541490", 472512036, ,Corporation, , , ,Nattier-HQ,"535 5th Ave",Suite 30,New York,NY,"10017",0,2,0,2,74560,CANCEL,2018-01-23,Client's Request
6116,PEOUS,"6FN",Carver Asset Corporation, ,"75 W 125th Street",null,New York City,NY,"10027","522110", 562324214, ,Corporation, , , ,Carver Asset Corporation-HQ,"75 W 125th Street",null,New York City,NY,"10027",1,0,1,0,67188,CANCEL,2018-01-23,Client's Request
6117,PEOUS,NRC,A Blue Sky Films Inc., ,"36 Peck Slip",Apt 4C,New York,NY,"10038","541820", 260235230, ,Corporation, , , ,A Blue Sky Films Inc.-HQ,"36 Peck Slip",Apt 4C,New York,NY,"10038",2,0,2,0,53820,CANCEL,2018-01-23,Client's Request
6118,PEO02,SNQ,"Glendower Capital (U.S.), LLC", ,"410 Park Avenue",Suite 720,New York,NY,"10022","523920", 981371391, ,Limited Liability Company, , , ,"Glendower Capital (U.S.), L-HQ","410 Park Avenue",Suite 720,New York,NY,"10022",4,2,4,2,1050000,ADD,2018-01-23, 
6119,PEO01,D90,"FanXchange International, Inc.", ,"650 Bergen Street",Suite 1B,Brooklyn,NY,"11238","561599", 421775908, ,Corporation, , , ,"FanXchange International, I-HQ","650 Bergen Street",Suite 1B,Brooklyn,NY,"11238",1,0,1,0,267782,CANCEL,2018-01-23,Client's Request
6120,PEOUS,OCL,"Glenbervie Healthcare, LLC", ,"55 Morton Street",Level 4,New York,NY,"10014","621999", 465287582, ,Limited Liability Company, , , ,The Motherhood Center-HQ,"55 Morton Street",Level 4,New York,NY,"10014",0,10,0,10,893750,ADD,2018-01-23, 
6121,PEOUS,"49M",nLayers, ,"5300 Stevens Creek Blvd.",Suite 600,San Jose,CA,"95129","541511", 743105185, ,Corporation, , , ,nLayers-Remote NY,null,null,null,NY,null,1,0,1,0,90000,CANCEL,2018-01-23,Client's Request
6122,PEOUS,D2T,Exabeam Inc, ,"1 Waters Park Dr",Suite 250,San Mateo,CA,"94402","541511", 462899345, ,Corporation, , , ,Sudhir-NY,null,null,null,NY,null,2,0,2,0,318250,CANCEL,2018-01-23,Client's Request
6123,PEOUS,HZA,"Landmark MSO, LLC", ,One Pacific Plaza,"7755 Center Avenue",Huntington Beach,CA,"92647","551114", 320446592, ,Corporation, , , ,Buffalo,"701 Seneca Street",Suite 646,Buffalo,NY,"14210",7,22,7,22,2073508,CANCEL,2018-01-23,Client's Request
6124,PEO01,BJY,Eden Technologies Corporation, ,"34 Percival Place",Unit 2 Right Side,Staten Island,NY,"10309","541512", 820588369, ,Corporation, , , ,Eden Technologies Corp-HQ,"424 West 33rd Street",Suite 650,New York,NY,"10001",213,59,213,59,24727114,ADD,2018-01-23, 
6125,PEOUS,NX3,Odell Girton Siegel LLC, ,"373 Park Avenue South","5th Floor",New York,NY,"10016","541110", 371602668, ,Limited Liability Company, , , ,Odell Girton Siegel LLC-HQ,"373 Park Avenue South","5th Floor",New York,NY,"10016",1,2,1,2,346529,ADD,2018-01-23, 
6126,PEO01,DY3,"JustRight Surgical, LLC", ,"357 McCaslin Blvd",Suite 120,Louisville,CO,"80027","334510", 271770647, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,2,0,2,0,0,CANCEL,2018-01-23,Client's Request
6127,PEO02,GGF,"Lomas Capital Management, LLC", ,"500 Park Avenue","4th Floor",New York,NY,"10022","523920", 371689705, ,Corporation, , , ,"Lomas Capital Management, L-HQ","500 Park Avenue","4th Floor",New York,NY,"10022",10,4,10,4,2645476,CANCEL,2018-01-23,Client's Request
6128,PEOUS,ATQ,"Legolas Media, Inc.", ,"90 Broad Street",Suite 2200,New York,NY,"10004","541810", 271360032, ,Corporation, , , ,"Legolas Media, Inc.-HQ","90 Broad Street",Suite 2200,New York,NY,"10004",15,17,15,17,3505494,CANCEL,2018-01-23,Client's Request
6129,PEO02,H2N,"Intrepid Financial Partners, L.L.C.", ,"540 Madison Avenue",null,New York,NY,"10022","523920", 472372830, ,Limited Liability Company, , , ,Intrepid Financial Partners-HQ,"540 Madison Avenue",null,New York,NY,"10022",10,2,10,2,2590000,ADD,2018-01-23, 
6130,PEOUS,"59X",Continuity Software Inc., ,"5 Penn Plaza",null,New York,NY,"10001","541511", 200913209, ,Corporation, , , ,Continuity Software Inc.-HQ,"5 Penn Plaza",null,New York,NY,"10001",1,0,1,0,100000,CANCEL,2018-01-23,Client's Request
6131,PEO02,GEQ,Trayport Inc., ,"245 Park Ave","39th Floor - STE 62",New York,NY,"10167","511210", 421686700, ,Corporation, , , ,Trayport Inc.-HQ,"245 Park Ave","39th Floor - STE 62",New York,NY,"10167",9,2,9,2,1268816,ADD,2018-01-23, 
6132,PEOUS,"6SZ",Easydentic Inc., ,"1639 Rt. 10 East",null,Parsippany,NJ,"07054","334119", 271392550, ,Corporation, , , ,Remote NY,null,null,null,NY,null,3,1,3,1,105980,CANCEL,2018-01-23,Client's Request
6133,PEO02,FXW,"OLX, Inc.", ,"490 Broadway","5th Floor",New York,NY,"10012","518210", 204521118, ,Corporation, , , ,"OLX, Inc.-HQ","490 Broadway","5th Floor",New York,NY,"10012",8,2,8,2,1284856,ADD,2018-01-23, 
6134,PEOUS,B01,"Learnbat, Inc.", ,"902 Broadway, General Assembly","4th Floor",NY,NY,"10010","511210", 271251143, ,Corporation, , , ,ShowMe-HQ,"902 Broadway, General Assembly","4th Floor",NY,NY,"10010",4,1,4,1,291497,CANCEL,2018-01-23,Client's Request
6135,PEOUS,KTY,"Oculogica, Inc.", ,"120 E 23rd St",Floor 5,New York,NY,"10010","334510", 462931935, ,Corporation, , , ,Oculogica-HQ,"120 E 23rd St",Floor 5,New York,NY,"10010",3,3,3,3,466200,ADD,2018-01-23, 
6136,PEOUS,H8J,"Ushahidi, Inc.", ,"83 Norwood Ave",null,Kensington,CA,"94707","519130", 262652079, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,85000,ADD,2018-01-23, 
6137,PEOUS,"5FH",Evidence Based Associates, ,"1221 Taylor St NW",null,Washington,DC,"20011","624190", 201589774, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,110100,ADD,2018-01-23, 
6138,PEOUS,T4Q,"Salloway Law Group, PC", ,"1501 Broadway, 12th floor",null,New York,NY,"10036","541110", 264583494, ,Corporation, , , ,"Salloway Law Group, PC-HQ","1501 Broadway, 12th floor",null,New York,NY,"10036",1,0,1,0,46800,ADD,2018-01-23, 
6139,PEO06,R5M,GUZMAN & COMPANY, ,"101 ARAGON AVENUE",null,CORAL GABLES,FL,"33134","523110", 592764363, ,Corporation, , , ,GUZMAN & CO - NY LOC,"415 MADISON AVENUE 14TH FLOOR",null,NEW YORK,NY,"10017",2,0,2,0,120000,ADD,2018-01-23, 
6140,PEOUS,U9K,"Leeo, Inc.", ,"1900 S Norfolk Street",Suite 280,San Mateo,CA,"94403","541511", 461925931, ,Corporation, , , ,New York,null,null,null,NY,null,1,0,1,0,124000,ADD,2018-01-23, 
6141,PEOUS,PBA,Curiouser Products Inc, ,"712 Broadway, #4",null,New York,NY,"10003","519130", 813053201, ,Corporation, , , ,Mirror-HQ,"712 Broadway",Suite 4,New York,NY,"10003",9,10,9,10,1417484,ADD,2018-01-23, 
6142,PEOUS,KRE,Madison Paige Capital LLC, ,"599 Lexington Ave","47th FL",New York,NY,"10022","523120", 471400553, ,Limited Liability Company, , , ,Madison Paige Capital LLC-HQ,"599 Lexington Ave","47th FL",New York,NY,"10022",9,5,9,5,919100,ADD,2018-01-23, 
6143,PEO01,S59,Soda Service of Long Island Inc., ,"116 South 6th Street",null,New Hyde Park,NY,"11040","423440", 111955978, ,Corporation, , , ,B.S.E. Marketing-HQ,"116 South 6th Street",null,New Hyde Park,NY,"11040",17,8,17,8,2016483,ADD,2018-01-23, 
6144,PEOUS,HIB,Programmatic Mechanics LLC, ,"135 West 20th Street",Suite 202,New York,NY,"10011","541830", 464435778, ,Limited Liability Company, , , ,Programmatic Mechanics-HQ,"135 West 20th Street",Suite 202,New York,NY,"10011",20,15,20,15,2701879,ADD,2018-01-23, 
6145,PEO01,HZ0,Load Impact Inc, ,"101 Crawfords Corner Rd",null,Holmdel,NJ,"07733","519130", 471804009, ,Corporation, , , ,Load Impact NY,"42nd Street","205 E",New York,NY,"10017",4,1,4,1,369000,ADD,2018-01-23, 
6146,PEO02,SNH,"Orion Energy Partners, L.P.", ,"350 5th Avenue",Suite 6740,New York,NY,"10118","523110", 474884753, ,Limited Partnership, , , ,"Orion Energy Partners, L.P.-HQ","350 5th Avenue",Suite 6740,New York,NY,"10118",8,3,8,3,2700000,ADD,2018-01-23, 
6147,PEOUS,BNG,"AthElite, Inc", ,"1 Welsford Way",null,Westampton,NJ,"08060","519130", 452548416, ,Corporation, , , ,"AthElite, Inc - Spin-Off",PO Box 3093,null,New York,NY,"10163",4,0,4,0,359000,CANCEL,2018-01-23,Client's Request
6148,PEOUS,NK2,"Avex Designs, LLC", ,"175 Varick St","8th FL",New York,NY,"10014","541511", 455085336, ,Limited Liability Company, , , ,"Avex Designs, LLC-HQ","175 Varick St","8th FL",New York,NY,"10014",4,2,4,2,141060,ADD,2018-01-23, 
6149,PEOUS,J0H,GOVERNORS LANE LP, ,"510 Madison Avenue","11th Floor",New York,NY,"10022","523910", 472783984, ,Limited Partnership, , , ,Governors Lane LP-HQ,"510 Madison Avenue","11th Floor",New York,NY,"10022",16,8,16,8,2686200,ADD,2018-01-23, 
6150,PEOUS,NZB,Blue Latitude Inc., ,"428 Broadway","4th Floor",New York,NY,"10013","541613", 812859753, ,Corporation, , , ,Blue Latitude-HQ,"428 Broadway","4th Floor",New York,NY,"10013",3,1,3,1,439500,ADD,2018-01-23, 
6151,PEOUS,B43,Docracy Inc., ,"307 7th Ave, Suite 701",null,New York,NY,"10001","519130", 453279590, ,Corporation, , , ,Docracy Inc.-HQ,"307 7th Ave, Suite 701",null,New York,NY,"10001",4,1,4,1,148170,CANCEL,2018-01-23,Client's Request
6152,PEOUS,CZP,"Azul Partners, Inc.", ,"421 W Melrose Suite L2",null,Chicago,IL,"60657","541611", 200567227, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,150000,ADD,2018-01-23, 
6153,PEOUS,I71,"Partner Commerce, Inc.", ,"175 Varick St",Suite 804,New York,NY,"10014","541613", 900151187, ,Corporation, , , ,"Partner Commerce, Inc.-HQ","175 Varick St",Suite 804,New York,NY,"10014",6,1,6,1,503000,ADD,2018-01-23, 
6154,PEOUS,"35O",null, ,"651 River Oaks Parkway",null,San Jose,CA,"95134","541710", 770452938, ,Corporation, , , ,HemoSense-Remote NY,null,null,null,NY,null,2,0,2,0,305000,CANCEL,2018-01-23,Client's Request
6155,PEOUS,L5S,Predata Inc., ,"379 West Broadway",null,New York,NY,"10012","541511", 465650888, ,Corporation, , , ,Predata Inc.-HQ,"379 West Broadway",null,New York,NY,"10012",15,6,15,6,2243700,ADD,2018-01-23, 
6156,PEOUS,CNV,"AcelRx Pharmaceuticals, Inc", ,"351 Galveston Drive",null,Redwood City,CA,"94063","541711", 412193603, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,155000,CANCEL,2018-01-23,Client's Request
6157,PEOUS,HF1,"Hello Giggles, Inc.", ,"626 Wilshire Blvd",Suite 850,Los Angeles,CA,"90017","519130", 275305459, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,4,1,4,375000,CANCEL,2018-01-23,Client's Request
6158,PEOUS,HRQ,Grit Enterprises Inc, ,"917 Regal Rd",null,Berkeley,CA,"94708","541511", 471417233, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,0,2,0,75000,CANCEL,2018-01-23,Client's Request
6159,PEOUS,INL,"Generation Citizen, Inc.", ,"110 Wall Street",null,New York,NY,"10005","813410", 272039522, ,Corporation, , , ,"Generation Citizen, Inc.-HQ","110 Wall Street",null,New York,NY,"10005",9,34,9,34,2781300,ADD,2018-01-23, 
6160,PEOUS,LFH,AngelSense Inc., ,"30 Chapin Road",Unit 1201,Pine Brook,NJ,"07058","551114", 474268369, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,10,0,10,225992,ADD,2018-01-23, 
6161,PEO02,G5N,"GLC Advisors & Co., LLC", ,"600 Lexington Ave","9th Floor",New York,NY,"10022","523930", 264619357, ,Limited Liability Company, , , ,NEW YORK NY 10022,"623 FIFTH AVENUE","29TH FLOOR",NEW YORK,NY,"10022",46,3,46,3,9235000,ADD,2018-01-23, 
6162,PEOUS,CM3,Modest Inc., ,"1658 N. Milwaukee Ave.",#519,Chicago,IL,"60647","511210", 461704620, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,138000,CANCEL,2018-01-23,Client's Request
6163,PEOUS,"3V7",null, ,"111 Broadway","11th Floor",New York,NY,"10006","541511", 134133740, ,Corporation, , , ,ZoneEdit-HQ,"111 Broadway","11th Floor",New York,NY,"10006",5,1,5,1,160200,CANCEL,2018-01-23,Client's Request
6164,PEO02,GD6,"Perilune Group, LLC 4", ,"156 West 56th Street",null,New York,NY,"10019","523920", 205454937, ,Corporation, , , ,New York           NY 10023-33,"140 West 69th St",Apt 129B,New York,NY,"10023",1,0,1,0,0,CANCEL,2018-01-23,Client's Request
6165,PEO02,FZ1,American India Foundation, ,"216 East 45th Street","7th Floor",New York,NY,"10017-3304","813319", 134159765, ,Corporation, , , ,American India Foundation-HQ,"216 East 45th Street","7th Floor",New York,NY,"10017-3304",11,20,11,20,2812296,ADD,2018-01-23, 
6166,PEO02,OUZ,SpringHarbor Financial Group LLC, ,"900 Third Avenue",Suite 2202,New York,NY,"10022","551112", 300889882, ,Limited Liability Company, , , ,SpringHarbor Financial Grou-HQ,"900 Third Avenue",Suite 2202,New York,NY,"10022",3,2,3,2,1845837,ADD,2018-01-23, 
6167,PEO02,G9O,Axonic Capital LLC, ,"390 Park Avenue","15th Floor",New York,NY,"10022","523930", 273918539, ,Limited Liability Company, , , ,Axonic Capital LLC-HQ,"390 Park Avenue","15th Floor",New York,NY,"10022",51,18,51,18,9046700,ADD,2018-01-23, 
6168,PEOUS,"4SU",Thomvest Ventures LLC, ,"203 Redwood Shores Parkway",Suite 680,Redwood City,CA,"94065","523930", 201900847, ,Limited Liability Company, , , ,Thomvest Ventures LLC-NY,"647 Prospect Place, Apt. 8",null,Brooklyn,NY,"11216",1,0,1,0,90000,ADD,2018-01-23, 
6169,PEOUS,"88W",Funders Network Smart Growth Livable Comm Inc, ,"1500 San Remo Ave Ste 249",null,Coral Gables,FL,"33146","561422", 571173613, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,54923,ADD,2018-01-23, 
